IDENTIFICATION, STATE, NUMROWS
YEAR, DEATH RATE, MURDER RATE, ALL CAUSES, DISEASE BY HEART, MALIGNANT NEOPLASMS, CEREBROVASCULAR DISEASE, CHRONIC LOWER RESPIRATORY DISEASE, ACCIDENTS(GENERALIZED), ALZHEIMERS, DIABETES MELLITUS, INFLUENZA AND PNEUMONIA, SUICIDE
S1, ALABAMA, 5
2007, 11.6, 3.5, 951.7, 229.4, 207.6, 48.9, 58.6, 65.9, 23.1, 35.5, 17.8, 15.9,
2008, 11.9, 3.3, 0,
S49, WISCONSIN, 5
1990, 8.7,   0, 0,
2000, 8.7, 3.2, 0,
2005, 8.4, 3.5, 0,
2007, 8.3, 3.3, 732.3, 171.9, 177.9, 42.3, 38.7, 43.8, 24.3, 18.3, 15.5, 12.7,
2008, 8.3, 2.6, 0,
S50, WYOMING, 5
1990, 7.1,   0, 0,
2000, 7.9, 2.4, 0,
2005, 8.0, 2.7, 0,
2007, 8.2, 3.1, 802.0, 178.3, 174.4, 39.5, 56.5, 57.0, 21.0, 26.2, 20.9, 19.7,
2008, 7.9, 2.9, 0,
